268435456,33554432,0.166571,0.150773
268435456,67108864,0.133926,0.133053
268435456,134217728,0.131991,0.132253
268435456,268435456,0.133578,0.134187
268435456,536870912,0.137648,0.137543
268435456,1073741824,0.13873,0.145329
268435456,2147483648,0.133672,0.135779
536870912,33554432,0.293649,0.279545
536870912,67108864,0.298536,0.294543
536870912,134217728,0.299468,0.279343
536870912,268435456,0.292038,0.289467
536870912,536870912,0.277222,0.286377
536870912,1073741824,0.288209,0.291927
536870912,2147483648,0.281558,0.281103
1073741824,33554432,0.569281,0.557005
1073741824,67108864,0.562835,0.553996
1073741824,134217728,0.550877,0.566348
1073741824,268435456,0.55493,0.546014
1073741824,536870912,0.553314,0.584776
1073741824,1073741824,0.55496,0.559664
1073741824,2147483648,0.591687,0.600462
2147483648,33554432,1.32945,1.35058
2147483648,67108864,1.2965,1.3077
2147483648,134217728,1.31365,1.29715
2147483648,268435456,1.32562,1.40709
2147483648,536870912,1.32515,1.30085
2147483648,1073741824,1.26804,1.33296
2147483648,2147483648,1.34449,1.34488
4294967296,33554432,2.70363,2.74055
4294967296,67108864,2.69013,2.67102
4294967296,134217728,2.71497,2.6824
4294967296,268435456,2.65523,2.67749
4294967296,536870912,2.62712,2.64172
4294967296,1073741824,2.64376,2.6762
4294967296,2147483648,2.6183,2.66973
